QUANTILES1
4.919981
5.1647859
5.2983174
5.3659759
5.4293456
5.480639
5.521461
5.5645204
5.6167712
5.6664267
5.7037826
5.7557421
5.8081427
5.857933
5.9375362
5.9939613
6.0867748
6.2045579
6.363028
