A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55
5.1647859,5.5490761,5.3033047,5.3752785,4.7874918,5.7104268,5.6276212,5.3565865,5.3659759,5.0751739,5.0106354,4.8520303,4.5538769,5.3936276,5.1059456,5.187386,5.0498562,5.0751739,4.9416423,5.1357985,5.1059456,5.521461,5.2983174,5.0751739,5.1239638,5.2470241,5.0434251,5.6167712,5.5490761,5.3033047,5.3752785,4.7874918,5.7104268,5.6276212,5.3565865,5.3659759,5.0751739,5.0106354,4.8520303,4.5538769,5.3936276,5.1059456,5.187386,5.0498562,5.0751739,4.9416423,5.1357985,5.1059456,5.521461,5.2983174,5.0751739,5.1239638,5.2470241,5.209486,5.0434251
5.3659759,5.6903596,5.480639,5.5529594,5.521461,5.8200831,5.7745514,5.521461,5.5012584,5.3471074,5.2470241,5.0751739,4.9052749,5.521461,5.3612924,5.3471074,5.2729998,5.3082676,5.1761498,5.3082676,5.32301,5.6698809,5.521461,5.3327188,5.2933049,5.2983174,5.2983174,5.7430034,5.6903596,5.480639,5.5529594,5.521461,5.8200831,5.7745514,5.521461,5.5012584,5.3471074,5.2470241,5.0751739,4.9052749,5.521461,5.3612924,5.3471074,5.2729998,5.3082676,5.1761498,5.3082676,5.32301,5.6698809,5.521461,5.3327188,5.2933049,5.2983174,5.3471074,5.2983174
5.480639,5.7807436,5.5984221,5.6698809,5.7037826,5.8998976,5.9269261,5.7037826,5.5606818,5.521461,5.3936276,5.2470241,5.1647859,5.5984221,5.4161005,5.4205351,5.4071717,5.4380794,5.2882671,5.3936276,5.4467373,5.7651911,5.6347895,5.480639,5.3375382,5.3752785,5.3612924,5.8377304,5.7807436,5.5984221,5.6698809,5.7037826,5.8998976,5.9269261,5.7037826,5.5606818,5.521461,5.3936276,5.2470241,5.1647859,5.5984221,5.4161005,5.4205351,5.4071717,5.4380794,5.2882671,5.3936276,5.4467373,5.7651911,5.6347895,5.480639,5.3375382,5.3752785,5.4205351,5.3612924
5.5645204,5.8493247,5.7037826,5.768321,5.8141303,5.9661469,6.025866,5.768321,5.6347895,5.5909872,5.4722705,5.3471074,5.2470241,5.6347895,5.480639,5.521461,5.521461,5.521461,5.3471074,5.46806,5.5174527,5.857933,5.7203116,5.6167712,5.3890719,5.4205351,5.3981628,5.9506426,5.8493247,5.7037826,5.768321,5.8141303,5.9661469,6.025866,5.768321,5.6347895,5.5909872,5.4722705,5.3471074,5.2470241,5.6347895,5.480639,5.521461,5.521461,5.521461,5.3471074,5.46806,5.5174527,5.857933,5.7203116,5.6167712,5.3890719,5.4205351,5.4889379,5.3981628
5.6664267,5.9322453,5.7838254,5.857933,5.857933,6.0038872,6.1312265,5.872118,5.6970935,5.6903596,5.521461,5.4161005,5.3082676,5.7037826,5.529429,5.5872488,5.572154,5.6347895,5.4249501,5.5373344,5.572154,5.9532433,5.768321,5.7203116,5.433722,5.5012584,5.4553213,6.0402546,5.9322453,5.7838254,5.857933,5.857933,6.0038872,6.1312265,5.872118,5.6970935,5.6903596,5.521461,5.4161005,5.3082676,5.7037826,5.529429,5.5872488,5.572154,5.6347895,5.4249501,5.5373344,5.572154,5.9532433,5.768321,5.7203116,5.433722,5.5012584,5.5606818,5.4553213
5.7557421,6.0282784,5.8777356,5.9532433,5.866468,6.059123,6.2166061,5.9532433,5.7525725,5.7365723,5.57973,5.484797,5.3706379,5.768321,5.572154,5.6312118,5.6524892,5.7037826,5.4889379,5.6167712,5.6524892,6.0707378,5.8318825,5.8861041,5.57973,5.5834961,5.5254531,6.1420374,6.0282784,5.8777356,5.9532433,5.866468,6.059123,6.2166061,5.9532433,5.7525725,5.7365723,5.57973,5.484797,5.3706379,5.768321,5.572154,5.6312118,5.6524892,5.7037826,5.4889379,5.6167712,5.6524892,6.0707378,5.8318825,5.8861041,5.57973,5.5834961,5.6347895,5.5254531
5.857933,6.1092477,5.9635792,6.0161572,5.891644,6.1158919,6.3099184,6.0210233,5.8318825,5.8200831,5.6489744,5.5606818,5.4595857,5.857933,5.6167712,5.7037826,5.7620516,5.768321,5.5606818,5.7137327,5.7462034,6.1779442,5.9135032,5.9839363,5.6903596,5.6698809,5.6167712,6.2265368,6.1092477,5.9635792,6.0161572,5.891644,6.1158919,6.3099184,6.0210233,5.8318825,5.8200831,5.6489744,5.5606818,5.4595857,5.857933,5.6167712,5.7037826,5.7620516,5.768321,5.5606818,5.7137327,5.7462034,6.1779442,5.9135032,5.9839363,5.6903596,5.6698809,5.7104268,5.6167712
5.9939613,6.2265368,6.0520892,6.0980744,6.0520892,6.2065759,6.4167323,6.2146082,5.9864521,5.9480348,5.7170277,5.7037826,5.5333896,6.0112672,5.7037826,5.768321,5.9026332,5.8522024,5.6419072,5.8464389,5.8607864,6.3099184,6.0014148,6.1092477,5.857933,5.8200831,5.7004437,6.368187,6.2265368,6.0520892,6.0980744,6.0520892,6.2065759,6.4167323,6.2146082,5.9864521,5.9480348,5.7170277,5.7037826,5.5333896,6.0112672,5.7037826,5.768321,5.9026332,5.8522024,5.6419072,5.8464389,5.8607864,6.3099184,6.0014148,6.1092477,5.857933,5.8200831,5.8081427,5.7004437
6.2045579,6.3613024,6.3189683,6.2146082,6.2633982,6.3526292,6.5191474,6.3456364,6.2146082,6.1633148,5.857933,5.857933,5.7037826,6.2146082,5.857933,5.9914646,6.0637851,5.971262,5.7930136,6.0038872,6.0402546,6.5147128,6.1841488,6.2146082,6.1312265,5.9295893,5.8021183,6.5117455,6.3613024,6.3189683,6.2146082,6.2633982,6.3526292,6.5191474,6.3456364,6.2146082,6.1633148,5.857933,5.857933,5.7037826,6.2146082,5.857933,5.9914646,6.0637851,5.971262,5.7930136,6.0038872,6.0402546,6.5147128,6.1841488,6.2146082,6.1312265,5.9295893,5.9914646,5.8021183
