DENS_PTS,DENS_Y
4.919981,.14737391
5.1647859,.30436987
5.2983174,.55136067
5.3659759,.72135609
5.4293456,.88204926
5.480639,1.0334721
5.521461,1.1013074
5.5645204,1.1199335
5.6167712,1.0873404
5.6664267,1.0625879
5.7037826,1.0550165
5.7557421,1.015075
5.8081427,.91530472
5.857933,.81462878
5.9375362,.74167055
5.9939613,.68072772
6.0867748,.53023738
6.2045579,.37931445
6.363028,.21104996
