IDENT_PSN,FAMNO_PSN,IUNO_PSN,PERSON_NUMBER,PERS_WT
55117606,1,03,01,02923666
55117606,2,01,01,03310170
55126172,1,01,01,02241801
55143100,1,01,01,04871396
55156098,1,01,01,03375333
55156098,1,01,02,02345882
55157614,1,01,01,02082500
55157614,2,01,01,02081568
55159787,1,01,01,03375333
55159787,1,01,02,02345882
55174072,1,01,01,05149381
55174072,1,01,02,04951100
55177331,1,01,01,02019603
55177331,1,01,02,02113981
55177331,1,02,01,02250526
55184179,1,01,01,04647927
55184179,1,01,02,04246231
55184179,1,02,01,04571681
55196113,1,01,01,02018500
55196113,1,02,01,02582500
55217539,1,01,01,06349250
55217539,1,01,02,04289393
55217620,1,01,01,05614111
55217620,1,01,02,05374044
55217620,1,02,01,05377500
55218260,1,01,01,01984271
55219395,1,01,01,02977000
55219395,1,01,02,03370752
55219395,1,02,01,03905932
55223682,1,01,01,05231645
55223682,1,01,02,05278971
55226712,1,01,01,04558723
55227647,1,01,01,02340350
55227647,1,01,02,02213648
55227647,1,01,03,02584516
55227647,1,02,01,01580384
55236986,1,01,01,03544608
55236986,1,01,02,03962285
55238724,1,01,01,04661086
55251582,1,01,01,04946889
55251582,1,01,02,04909100
55257547,1,01,01,02241801
55257586,1,01,01,04343740
55257586,1,01,02,04246231
55259806,1,01,01,04871396
55263572,1,01,01,01524242
55265387,1,01,01,02319629
55265387,1,01,02,02307272
55271539,1,01,01,05512420
55271539,1,01,02,04927356
55273957,1,01,01,02129090
55273957,1,01,02,02358363
55273957,1,02,01,02157000
55278531,1,01,01,02218586
55286779,1,01,01,04909666
55286779,1,01,02,04289393
55286779,1,02,01,04471855
55286779,2,01,01,03812660
55302510,1,01,01,04572476
55302510,1,01,03,04177741
55311881,1,01,01,04612857
55311881,2,01,01,04581257
55311881,2,01,02,04435000
55311881,3,01,01,04014166
55312457,1,01,01,04437675
55312457,1,01,02,04294392
55312457,1,01,03,04391454
55314576,1,01,01,03282000
55314576,1,01,02,03052142
55316409,1,01,01,05278971
55316409,2,01,01,04134809
55318012,1,01,01,01316774
55318012,1,01,02,01684615
55318012,1,01,03,01636666
55318012,1,02,01,01515384
55323281,1,01,01,04581257
55323281,1,01,02,05713333
55326713,1,01,01,02917916
55326713,1,01,02,02548571
55332327,1,01,01,02370576
55332327,1,01,02,02316730
55332327,1,02,01,01980909
55337119,1,01,01,03890454
55347106,1,01,01,03211428
55347106,1,01,02,02018500
55359207,1,01,01,02035683
55359207,2,01,01,02274054
55363922,1,01,01,05440240
55363922,1,01,02,05305515
55363922,1,02,01,05395555
55363922,1,03,01,04775270
55367043,1,01,01,04347368
55367043,1,02,01,04237794
55367043,1,03,01,04909100
55367043,1,04,01,05305515
55374143,1,01,01,02064038
55374143,1,01,02,02382739
55378291,1,01,01,04427405
55384059,1,01,01,02595531
55384059,1,01,02,02143037
55384059,1,02,01,02595000
55389987,1,01,01,02507258
55389987,1,01,02,02306774
55394367,1,01,01,02035683
55394367,1,01,02,01984271
55399105,1,01,01,04909666
55399105,1,01,02,04289393
55402006,1,01,01,04775270
55402006,1,01,02,04821811
55402369,1,01,01,01991494
55402369,1,01,02,02121176
55418649,1,01,01,02887169
55418649,1,01,02,02306774
55421096,1,01,01,04647927
55421096,1,01,02,04246231
55428421,1,01,01,01195208
55428421,1,01,02,01280212
55430246,1,01,01,04995960
55430246,1,01,02,04576179
55439300,1,01,01,02953793
55439300,1,01,02,02509642
55439770,1,01,01,05562748
55439770,1,01,02,04435000
55462546,1,01,01,02977000
55462546,1,01,02,02886451
55468170,1,01,01,04750113
55468170,1,01,02,04576179
55477791,1,01,01,04571681
55477791,1,02,01,04647927
55510427,1,01,01,02964666
55510427,1,01,02,03370752
55510427,1,02,01,03453571
55514931,1,01,01,02953793
55516235,1,01,01,05162716
55516235,1,01,02,04294392
55517481,1,01,01,04684642
55526687,1,01,01,05440240
55526687,1,01,02,04927356
55526687,1,02,01,04317424
55530817,1,01,01,01982592
55530817,1,01,02,02314615
55540779,1,01,01,04750113
55540779,1,01,02,04262429
55540779,1,02,01,04513730
55541370,1,01,01,02084159
55558797,1,01,01,04246231
55558797,1,02,01,04782142
55558797,1,03,01,04244698
55565536,1,01,01,02062209
55565536,1,01,02,02121176
55570336,1,01,01,04513730
55570336,1,01,02,04262429
55580535,1,01,01,04067258
55583874,1,01,01,04280127
55588227,1,01,01,06150416
55603637,1,01,01,01991494
55603637,1,01,02,02121176
55622184,1,01,01,03812660
55624353,1,01,01,02127564
55624353,1,01,02,02296625
55630976,1,01,01,04014166
55630976,1,01,02,04951100
55640090,1,01,01,04946889
55640090,1,01,02,04294392
55648550,1,01,01,04437675
55658844,1,01,01,03403750
55662319,1,01,01,04507740
55662319,1,01,02,04909100
55669809,1,01,01,02268292
55669809,1,01,02,02345882
55681159,1,01,01,02602631
55690325,1,01,01,02268292
55690325,1,01,02,03260000
55690325,1,02,01,02592957
55693533,1,01,01,02268292
55693533,1,01,02,03260000
55693533,1,02,01,02279090
55705880,1,01,01,04507740
55705880,1,01,02,04821811
55710090,1,01,01,01516333
55710090,1,01,02,01452166
55710090,1,01,03,01213684
55722127,1,01,01,03004126
55722127,1,01,02,02836551
55723551,1,01,01,03199398
55723551,1,01,02,02796746
55724399,1,01,01,02129090
55724399,1,01,02,02369708
55725166,1,01,01,04750113
55725166,1,01,02,04280127
55750255,1,01,01,01876226
55750255,1,01,02,02667187
55750255,1,02,01,01774117
55750255,1,03,01,01808823
55750919,1,01,01,05105000
55750919,1,01,02,05307851
55750919,1,01,03,05175813
55750919,1,02,01,04466896
55750919,1,03,01,04832500
55750919,1,04,01,04444642
55754266,1,01,01,02602631
55762070,1,01,01,03533066
55762070,1,02,01,02524615
55770795,1,01,01,02507258
55770795,1,01,02,02306774
55770825,1,01,01,04581257
55770825,1,01,02,04808657
55773018,1,01,01,03455328
55773018,1,01,02,02752631
55782735,1,01,01,03474859
55801809,1,01,01,03215857
55805021,1,01,01,04427405
55805021,1,01,02,04816687
55812455,1,01,01,04775270
55812880,1,01,01,02392750
55812880,1,01,02,02082500
55815736,1,01,01,04909666
55815736,2,01,01,05428076
55818077,1,01,01,02129090
55818077,1,01,02,01850000
55828624,1,01,01,02374785
55828624,1,01,02,02135517
55829418,1,01,01,04858024
55829418,1,01,02,04872377
55852724,1,01,01,04649500
55852724,1,01,02,05307851
55852724,1,01,03,05175813
55852724,1,02,01,04684642
55852724,1,03,01,04466896
55855537,1,01,01,01530615
55855537,1,01,02,02087272
55874217,1,01,01,02218586
55885191,1,01,01,01326037
55885191,1,01,02,01681777
55885357,1,01,01,04558723
55885357,1,01,02,03905932
55894613,1,01,01,02917916
55894613,1,01,02,02548571
55900553,1,01,01,05665040
55900553,1,01,02,05053507
55902713,1,01,01,03848529
55904904,1,01,01,02350086
55904904,1,01,03,02737857
55904904,1,02,01,01895280
55913262,1,01,01,04382875
55921555,1,01,01,02421333
55921555,1,01,02,02135517
55921555,1,02,01,02113981
55926942,1,01,01,04091265
55926942,1,01,02,04295833
55929192,1,01,01,02296625
55937799,1,01,01,02370576
55937799,1,01,02,02316730
55937799,1,02,01,01822682
55937799,1,03,01,01525090
55944110,1,01,01,03835000
55946886,1,01,01,01153103
55946886,1,01,02,01438048
55948538,1,01,01,04365294
55948538,1,02,01,08910000
55948538,1,03,01,05148421
55951039,1,01,01,03326530
55951039,1,01,02,03317685
55954595,1,01,01,02241801
55954595,1,02,01,02129090
55955426,1,01,01,04750113
55955426,1,01,02,04280127
55957668,1,01,01,04101300
55957668,1,01,02,04571681
55974235,1,01,01,04014166
55974235,1,02,01,08229500
55974235,2,01,01,04819090
55980262,1,01,01,01876226
55980262,1,01,02,02077073
55980262,1,02,01,02306774
55985244,1,01,01,01524242
55985244,1,01,02,01553125
55988899,1,01,01,02460000
55988899,2,01,01,02183750
55989469,1,01,01,03236712
55989469,1,02,01,03619615
55998531,1,01,01,02943109
55998531,1,01,02,03319047
56015445,1,01,01,02107536
56025330,1,01,01,04437675
56025330,1,01,02,04572476
56026226,1,01,01,04927356
56026226,1,01,03,04655961
56026226,2,01,01,05278971
56026226,2,02,01,04134809
56034772,1,01,01,05149381
56034772,1,01,02,04951100
56042000,1,01,01,04440508
56042000,1,01,02,04951100
56050953,1,01,01,04909666
56051092,1,01,01,01822682
56051092,1,01,02,01980909
56056479,1,01,01,02660294
56056479,1,01,02,02818888
56073342,1,01,01,01895280
56073342,1,01,02,02113981
56076768,1,01,01,05614111
56076768,1,01,02,05776049
56081943,1,01,01,05422376
56086805,1,01,01,04365294
56086805,1,01,02,05428076
56086805,1,02,01,05148421
56086805,1,03,01,07444615
56111323,1,01,01,04210559
56127989,1,01,01,02660294
56127989,2,01,01,02660294
56130099,1,01,01,03310170
56130099,1,01,02,02881641
56140359,1,01,01,01516333
56140359,1,01,02,01059649
56141867,1,01,01,03326530
56141867,1,01,02,03243406
56160892,1,01,01,04365294
56160892,1,01,02,04295833
56160892,1,01,03,04772272
56160892,1,02,01,03038275
56162390,1,01,01,05562748
56162390,1,01,02,04382875
56163828,1,01,01,02593750
56163828,1,01,02,02307272
56164227,1,01,01,04661086
56177731,1,01,01,03310170
56177731,1,01,02,02881641
56178336,1,01,01,04513730
56178336,1,01,02,04262429
56223433,1,01,01,04343740
56223433,1,01,02,04262429
56223433,1,02,01,04571681
56228221,1,01,01,04269538
56242080,1,01,01,04581257
56268683,1,01,01,01524242
56278609,1,01,01,04647927
56278609,1,01,02,04246231
56292119,1,01,01,02602631
56292119,1,01,02,01981213
56302880,1,01,01,04343740
56302880,1,01,02,04262429
56308001,1,01,01,04393174
56308001,1,01,02,04210559
56308001,1,01,03,04652363
56325507,1,01,01,04661086
56329625,1,01,01,05484814
56334184,1,01,01,01895280
56334184,1,01,02,02185851
56341900,1,01,01,02289375
56341900,1,01,03,02224444
56342542,1,01,01,04775270
56342542,1,01,02,04821811
56384379,1,01,01,04775270
56384379,2,01,01,04317424
56384379,3,01,01,04775270
56384463,1,01,01,03172959
56384463,1,01,02,03160666
56384463,1,02,01,04162800
56384463,1,03,01,03060833
56384463,1,04,01,04424800
56398246,1,01,01,02018500
56398246,1,02,01,02579166
56398246,1,03,01,02507258
56398246,1,04,01,02887169
56401131,1,01,01,04647927
56401131,1,01,02,04246231
56405009,1,01,01,01243750
56405009,1,01,02,01796923
56406928,1,01,01,02081568
56406928,1,01,02,02146181
56418463,1,01,01,05512420
56418463,1,01,02,05305515
56423680,1,01,01,05512420
56423680,1,01,02,04871396
56423680,1,02,01,05774090
56426206,1,01,01,02382739
56430393,1,01,01,01433333
56430393,1,02,01,01312000
56430393,2,01,01,01433333
56442535,1,01,01,02943109
56442535,1,01,02,03215857
56446377,1,01,01,03860638
56449949,1,01,01,05512420
56449949,1,02,01,05487058
56449949,1,03,01,05395555
56465035,1,01,01,02366862
56471286,1,01,01,04775270
56471286,1,01,02,05395555
56474232,1,01,01,02062209
56474232,1,01,02,02121176
56478387,1,01,01,04507740
56478387,1,01,02,04294392
56482132,1,01,01,02370576
56482132,1,01,02,02109485
56482132,1,01,03,02219736
56482132,1,02,01,02274054
56486354,1,01,01,03110340
56492437,1,01,01,04365294
56492437,1,01,02,05428076
56495192,1,01,01,03544608
56495192,1,01,02,03962285
56502512,1,01,01,04427405
56502512,2,01,01,05305515
56502765,1,01,01,02923513
56502765,1,01,02,02386341
56502765,1,02,01,02113571
56502765,1,03,01,01774117
56514136,1,01,01,06195000
56517400,1,01,01,02269473
56517400,1,01,02,02414838
56519788,1,01,01,03533066
56528119,1,01,01,01530615
56528119,1,01,02,01553125
56528296,1,01,01,01991494
56528296,1,01,02,02121176
56529322,1,01,01,05305515
56529322,1,02,01,04937037
56529322,1,03,01,04177741
56529322,1,04,01,05660000
56540049,1,01,01,03199398
56540049,1,01,02,03728220
56540049,1,02,01,03905932
56540373,1,01,01,04091265
56540373,1,01,02,04295833
56540373,1,02,01,05315263
56540373,1,03,01,04936500
56544550,1,01,01,05105000
56554268,1,01,01,02035683
56554268,1,01,02,01984271
56561058,1,01,01,04967000
56561058,1,01,02,03890454
56561058,2,01,01,04040000
56562841,1,01,01,03310170
56574576,1,01,01,03455328
56586724,1,01,01,02300000
56586724,1,01,02,02350086
56600332,1,01,01,03728220
56611639,1,01,01,04134809
56611639,1,02,01,05305515
56611639,1,03,01,04816687
56617879,1,01,01,04816687
56617879,2,01,01,04437675
56617879,2,01,02,04294392
56617879,2,02,01,05487058
56617879,2,03,01,06182391
56617879,2,04,01,04177741
56617879,2,05,01,04937037
56625398,1,01,01,05162716
56625398,1,01,02,04572476
56627523,1,01,01,05105000
56627523,1,01,02,04244698
56627523,1,02,01,04760181
56627523,1,03,01,04808269
56629778,1,01,01,01984271
56634954,1,01,01,04649500
56634954,1,01,02,04576179
56634954,1,01,03,04626530
56637274,1,01,01,02593750
56637274,2,01,01,02264761
56637274,2,02,01,03066666
56637703,1,01,01,04437675
56637703,1,01,02,04294392
56650888,1,01,01,02366862
56650888,1,01,02,02475253
56651199,1,01,01,04365294
56651199,1,01,02,04295833
56662385,1,01,01,05162716
56662385,1,01,02,04572476
56662385,1,01,03,04391454
56663963,1,01,01,01195208
56663963,1,01,02,01482765
56677447,1,01,01,04074074
56677447,1,01,02,03574390
56688166,1,01,01,04280127
56688834,1,01,01,02572424
56688834,1,01,02,03236712
56701503,1,01,01,04437675
56701503,1,01,02,04572476
56704173,1,01,01,02870909
56704173,1,01,02,02579166
56710434,1,01,01,04507740
56710434,2,01,01,04507740
56713788,1,01,01,04134809
56713788,1,01,02,04872377
56720275,1,01,01,04294392
56736474,1,01,01,05665040
56736474,1,01,02,05053507
56747195,1,01,01,02370576
56747195,1,01,02,02316730
56747195,1,02,01,02274054
56747195,1,03,01,02035683
56757061,1,01,01,04317424
56758453,1,01,01,03728220
56758486,1,01,01,03420337
56758486,1,01,02,03319047
56759529,1,01,01,05231645
56759529,1,01,02,04872377
56760010,1,01,01,04040312
56790243,1,01,01,04571681
56790243,1,02,01,04647927
56790243,1,03,01,04995960
56790243,2,01,01,04576179
56796498,1,01,01,04946889
56796498,1,01,02,04294392
56800435,1,01,01,02886451
56800435,1,01,03,02471944
56804982,1,01,01,04946889
56804982,1,01,02,04821811
56807669,1,01,01,02667500
56807669,1,01,02,02386341
56821564,1,01,01,05309909
56821564,1,01,02,05422376
56821564,1,01,03,06329642
56851062,1,01,01,02593750
56851062,1,01,02,02307272
56866626,1,01,01,03719245
56869903,1,01,01,04393174
56873106,1,01,01,01174347
56873106,1,01,02,01059649
56873106,1,02,01,01524242
56873106,1,03,01,01530615
56878470,1,01,01,02683773
56884449,1,01,01,03420337
56884449,1,01,02,03319047
56904204,1,01,01,02772500
56904204,2,01,01,02772500
56904204,3,01,01,02802571
56904204,4,01,01,03860769
56904278,1,01,01,02593750
56904278,1,01,02,02458653
56923520,1,01,01,02112900
56923520,1,01,02,02113981
56925741,1,01,01,02208214
56925741,1,01,02,02458653
56925741,1,01,03,02423076
56925741,1,01,04,01834375
56931108,1,01,01,02592957
56931108,1,01,02,02207361
56939600,1,01,01,04216944
56939600,1,01,02,04571681
56949772,1,01,01,02268292
56953000,1,01,01,05231645
56953000,1,01,02,04347368
56954882,1,01,01,05512420
56954882,1,01,02,04871396
56954882,2,01,01,04946889
56956700,1,01,01,04647927
56956700,1,01,02,04280127
56960314,1,01,01,03812660
56963434,1,01,01,04437675
56963434,1,01,02,04294392
56985847,1,01,01,04995960
56985847,1,01,02,04576179
56985847,1,02,01,04466896
56985847,1,03,01,04552549
56988486,1,01,01,02660294
56988486,1,01,02,02600789
56989329,1,01,01,04269538
56990410,1,01,01,04946889
56990410,1,01,02,04909100
57000052,1,01,01,01876226
57000052,1,01,02,02667187
57001459,1,01,01,04507740
57001459,1,01,02,04821811
57001459,1,02,01,05879583
57002277,1,01,01,02977000
57002277,1,01,02,03370752
57003338,1,01,01,06234216
57003338,1,02,01,05625357
57003338,1,03,01,07081600
57010638,1,01,01,04816687
57010638,1,02,01,04507740
57012251,1,01,01,04380294
57014050,1,01,01,04946889
57014050,1,01,02,04909100
57014050,1,02,01,04872377
57021823,1,01,01,02241801
57024488,1,01,01,01991494
57024488,2,01,01,01984271
57027709,1,01,01,02660294
57029649,1,01,01,05231645
57035514,1,01,01,02300000
57035514,1,01,02,02213648
57035514,1,01,03,02380857
57035928,1,01,01,01308363
57035928,1,01,02,01305283
57035928,1,02,01,01171578
57045718,1,01,01,02602631
57045718,1,01,02,02109485
57045718,1,01,03,02543636
57045718,1,02,01,02616250
57057206,1,01,01,02340350
57057206,1,01,02,02213648
57057206,1,01,03,02380857
57061753,1,01,01,05636530
57061753,1,01,02,06195000
57063528,1,01,01,03455328
57063528,1,01,02,03474859
57087954,1,01,01,02930961
57087954,1,01,02,03835000
57094012,1,01,01,04507740
57094012,1,01,02,04909100
57100562,1,01,01,04694918
57100562,1,01,02,03052142
57118635,1,01,01,02213648
57121407,1,01,01,01315744
57121407,1,01,02,01531315
57135058,1,01,01,02064038
57135058,1,01,02,02296625
57139333,1,01,01,01315744
57139333,1,01,02,01059649
57139333,1,02,01,01524242
57155085,1,01,01,04571681
57160007,1,01,01,03058333
57160007,1,01,02,02386250
57160007,1,02,01,01584166
57160007,1,03,01,03944000
57163579,1,01,01,04816687
57163579,2,01,01,04775270
57164294,1,01,01,02300000
57164294,1,01,02,02213648
57164294,1,01,03,02490666
57173845,1,01,01,02084159
57173845,1,01,02,01945555
57173845,1,01,03,02543636
57205706,1,01,01,05562748
57205706,1,01,02,04382875
57206513,1,01,01,04507740
57206513,1,01,02,04294392
57211526,1,01,01,03110340
57211526,1,02,01,03091162
57212174,1,01,01,04858024
57212174,1,01,02,05278971
57241238,1,01,01,01981213
57243565,1,01,01,04647927
57243565,1,01,02,04246231
57248280,1,01,01,05105000
57248280,1,01,02,04244698
57253241,1,01,01,02107536
57268720,1,01,01,01991494
57268720,1,01,02,01981213
57268720,1,01,03,02837419
57268720,2,01,01,02219736
57273680,1,01,01,05305515
57273680,1,02,01,05117115
57282670,1,01,01,01600769
57282670,1,02,01,01367647
57295632,1,01,01,04074074
57295632,1,01,02,02836551
57297813,1,01,01,02462727
57297813,2,01,01,02366862
57320447,1,01,01,05614111
57320447,1,01,02,04951100
57320447,1,01,03,05625357
57324128,1,01,01,04909100
57324584,1,01,01,02019603
57324584,1,01,02,02358363
57327416,1,01,01,02923513
57327416,1,01,02,02683773
57327609,1,01,01,04558723
57327609,1,01,02,03091162
57327609,1,02,01,02660294
57327721,1,01,01,02595531
57327721,1,01,02,02143037
57328849,1,01,01,01524242
57328849,1,01,02,01600769
57330422,1,01,01,06167428
57336603,1,01,01,04343740
57336603,1,01,02,04246231
57350454,1,01,01,04995960
57350454,1,01,02,05307851
57359221,1,01,01,02414838
57379246,1,01,01,04750113
57379246,1,01,02,04998013
57379246,1,01,03,05172093
57380060,1,01,01,04134809
57380060,1,01,02,04816687
57380277,1,01,01,04427405
57380277,1,01,02,04871396
57389141,1,01,01,02296625
57392637,1,01,01,04808657
57395829,1,01,01,02964666
57395829,1,01,02,03370752
57402272,1,01,01,03207023
57402272,1,01,02,03091162
57402272,1,02,01,02818888
57402428,1,01,01,02350086
57402428,1,01,03,02380857
57419781,1,01,01,05231645
57421606,1,01,01,06167428
57429056,1,01,01,02660294
57429056,1,01,02,02796746
57437242,1,01,01,01315744
57437242,1,01,02,01531315
57438743,1,01,01,02738571
57443579,1,01,01,05162716
57443579,1,01,02,04572476
57443579,1,02,01,05278971
57452638,1,01,01,02421333
57452638,1,01,02,02213648
57454971,1,01,01,02241801
57454971,1,02,01,02185851
57456012,1,01,01,05105000
57456012,1,01,02,05307851
57463174,1,01,01,03420337
57463174,1,01,02,03474859
57468877,1,01,01,04649500
57468877,1,01,02,04998013
57470030,1,01,01,04121304
57476480,1,01,01,02054444
57507098,1,01,01,04343740
57507098,1,01,02,04262429
57517871,1,01,01,04775270
57517871,2,01,01,04775270
57517959,1,01,01,06050000
57517959,1,02,01,06020000
57522036,1,01,01,04750113
57522036,1,01,02,04576179
57522036,1,02,01,04040312
57522036,1,03,01,04760181
57525591,1,01,01,06349250
57528599,1,01,01,05309909
57528599,1,01,02,05053507
57528599,1,01,03,06748800
57532292,1,01,01,04775270
57540740,1,01,01,04440508
57540740,1,01,02,04440975
57541761,1,01,01,03574390
57543878,1,01,01,04440508
57543878,1,01,02,06150416
57546510,1,01,01,02268292
57546510,1,01,02,02345882
57546510,1,01,03,02423076
57546510,1,02,01,02279090
57553723,1,01,01,05149381
57553723,1,01,02,04612857
57553960,1,01,01,04210559
57553960,1,02,01,04210559
57557978,1,01,01,04513730
57557978,1,01,02,05618636
57567484,1,01,01,04995960
57567484,1,01,02,04576179
57567484,1,01,03,04444642
57567484,1,01,04,04626530
57567484,1,01,05,04390000
57591754,1,01,01,02300000
57591754,1,01,02,02350086
57591754,1,01,03,02499062
57591754,1,01,04,02584516
57601898,1,01,01,01281875
57615271,1,01,01,04513730
57615271,1,01,02,04280127
57621360,1,01,01,05981956
57624174,1,01,01,02421333
57624174,1,01,02,02135517
57638871,1,01,01,01439069
57638871,1,01,02,01057142
57638871,1,01,03,00988095
57638871,1,02,01,01367647
57640542,1,01,01,03835000
57640542,1,02,01,02881641
57656297,1,01,01,01340689
57659354,1,01,01,05440240
57659354,1,01,02,04927356
57659354,1,01,03,04177741
57663298,1,01,01,04437675
57663298,1,01,02,04572476
57663298,1,02,01,04834117
57663298,1,03,01,06182391
57669506,1,01,01,06220740
57669506,1,01,02,05407586
57685728,1,01,01,03848529
57685728,1,01,02,03319047
57695564,1,01,01,05512420
57695564,1,01,02,05305515
57701272,1,01,01,03172959
57701272,1,01,02,03160666
57701272,1,02,01,03175454
57707863,1,01,01,01991494
57707863,1,01,02,01984271
57716162,1,01,01,02241801
57733129,1,01,01,07186400
57738625,1,01,01,01984271
57743214,1,01,01,02296625
57749626,1,01,01,03455328
57752319,1,01,01,02421333
57752319,1,01,02,02213648
57760428,1,01,01,04872377
57763186,1,01,01,02752631
57770435,1,01,01,02507258
57770435,1,01,02,02306774
57787129,1,01,01,01340833
57787129,1,01,02,02961666
57796333,1,01,01,05157187
57796333,1,01,02,04571681
57803050,1,01,01,05521935
57803050,1,01,02,03860638
57803050,1,02,01,04823896
57804464,1,01,01,04571681
57805332,1,01,01,04513730
57805332,1,01,02,05618636
57824733,1,01,01,04067258
57824733,1,02,01,04466896
57834493,1,01,01,04143684
57836799,1,01,01,02602631
57836799,2,01,01,02109485
57836799,2,01,03,02580625
57836799,2,02,01,02274054
57845784,1,01,01,04437675
57845784,1,01,02,04572476
57845784,1,01,03,04834117
57845784,1,02,01,05660000
57845784,1,03,01,05136071
57851525,1,01,01,04347368
57852292,1,01,01,04513730
57852292,1,01,02,04262429
57853512,1,01,01,04661086
57856298,1,01,01,04998013
57856298,1,02,01,05332608
57856298,1,03,01,04040312
57856298,1,04,01,04626530
57862871,1,01,01,05665040
57862871,1,01,02,04808657
57862871,1,02,01,04440508
57862907,1,01,01,02035683
57862907,2,01,01,01984271
57869554,1,01,01,04558723
57869554,1,01,02,02886451
57869554,1,02,01,03207023
57881447,1,01,01,02241801
57903824,1,01,01,05636530
57903824,1,01,02,04237794
57908123,1,01,01,04649500
57908123,2,01,01,04513730
57910595,1,01,01,04014166
57920135,1,01,01,01681777
57920135,2,01,01,01326037
57920135,2,01,02,01182000
57920135,2,02,01,01783611
57920135,2,03,01,01743000
57920135,2,04,01,01482413
57922117,1,01,01,05614111
57922117,1,01,02,05422376
57922117,1,02,01,04928611
57922117,1,03,01,06220740
57928413,1,01,01,06234216
57928413,1,01,02,05374044
57928727,1,01,01,04684642
57929188,1,01,01,05231645
57929188,1,01,02,05278971
57930710,1,01,01,04694918
57930710,1,01,02,02836551
57935361,1,01,01,04437675
57935361,1,01,02,04572476
57935361,1,01,03,04391454
57935415,1,01,01,04750113
57935415,1,01,02,04280127
57935492,1,01,01,04858024
57935492,1,01,02,04872377
57935492,1,02,01,04507740
57937888,1,01,01,03420337
57937888,1,01,02,03319047
57940804,1,01,01,05633529
57940804,1,01,02,04040000
57941098,1,01,01,02062209
57941098,1,01,02,01981213
57941098,1,01,03,02837419
57957938,1,01,01,04927356
57957938,1,02,01,04177741
57958707,1,01,01,07186400
57958849,1,01,01,02268292
57958849,1,01,02,02264761
57963132,1,01,01,01326037
57963132,1,01,02,01681777
57970427,1,01,01,02340350
57970427,1,01,02,02213648
57978247,1,01,01,03310170
57978247,1,01,02,03728220
57978355,1,01,01,04427405
57978355,1,01,02,04816687
57978355,1,02,01,04507740
57983525,1,01,01,02881641
57983525,1,01,03,02772500
57983525,1,01,04,03453571
57983525,1,01,05,03453571
57988193,1,01,01,01991494
57988193,1,01,02,01981213
57989582,1,01,01,03091162
57990785,1,01,01,02366862
57990785,1,01,02,02213648
57991120,1,01,01,02121176
57992153,1,01,01,04067258
58010591,1,01,01,05278971
58013683,1,01,01,02208214
58013683,1,01,02,02458653
58023613,1,01,01,05484814
58042406,1,01,01,06349250
58042406,1,01,02,05428076
58042406,1,02,01,05521935
58075047,1,01,01,03375333
58075047,1,01,02,02345882
58075047,1,02,01,01750555
58075047,1,03,01,02592957
58092342,1,01,01,02602631
58092342,1,01,02,02121176
58094102,1,01,01,03130645
58094102,1,01,02,02524615
58100039,1,01,01,01603636
58100039,1,01,02,02393750
58102301,1,01,01,03719245
58111927,1,01,01,02728750
58122063,1,01,01,03370752
58131718,1,01,01,03181500
58131718,1,01,02,03125625
58131718,1,01,03,02965000
58131718,1,01,04,03280000
58169368,1,01,01,05309909
58169368,1,01,02,05422376
58169368,1,02,01,05981956
58185000,1,01,01,02084159
58185000,1,01,02,02414838
58191678,1,01,01,05512420
58191678,1,01,02,04871396
58191678,1,02,01,04821811
58199806,1,01,01,02507258
58199806,2,01,01,03007000
58203693,1,01,01,01876226
58203693,1,01,02,02667187
58206554,1,01,01,04558723
58207315,1,01,01,01783611
58207315,1,01,02,01482765
58213205,1,01,01,05440240
58213205,1,01,02,04927356
58214217,1,01,01,01530615
58214217,1,01,02,01600769
58219906,1,01,01,04343740
58219906,1,01,02,04262429
58237461,1,01,01,05440240
58237461,1,01,02,04927356
58237461,1,02,01,05487058
58237461,1,03,01,04613015
58237461,1,04,01,05774090
58238429,1,01,01,02842962
58238429,1,01,02,03456190
58258053,1,01,01,01308363
58258053,1,01,02,01305283
58258053,1,01,03,01213684
58272842,1,01,01,02121176
58294670,1,01,01,03110340
58295530,1,01,01,04995960
58295530,1,01,02,04998013
58295530,1,02,01,05025660
58297320,1,01,01,03373500
58297320,1,01,02,02568000
58306797,1,01,01,01195208
58306797,1,01,02,01482765
58311597,1,01,01,02019603
58311597,1,01,02,02358363
58311597,1,02,01,02539428
58319168,1,01,01,03255428
58319168,1,01,02,02650250
58319344,1,01,01,04427405
58319344,1,01,02,04871396
58319344,1,02,01,04317424
58321451,1,01,01,04513730
58321451,1,01,02,04262429
58323208,1,01,01,07444615
58323208,1,01,02,05469375
58323208,1,02,01,04164615
58323208,2,01,01,03812660
58335258,1,01,01,02062209
58335258,1,01,02,01981213
58335258,1,01,03,02110975
58348699,1,01,01,02964666
58350276,1,01,01,03403750
58350276,1,01,02,02836551
58363933,1,01,01,03172959
58363933,1,01,02,03243406
58363933,1,01,03,03170882
58363933,1,01,04,03059428
58373242,1,01,01,04294392
58382687,1,01,01,01041290
58382687,1,01,02,01116600
58399070,1,01,01,02718000
58399070,1,01,02,02509642
58402283,1,01,01,02035683
58402283,1,01,02,02118974
58406064,1,01,01,05634843
58407510,1,01,01,04775270
58407510,1,01,02,04909100
58424810,1,01,01,02842962
58427267,1,01,01,02101500
58441130,1,01,01,03199398
58441130,1,01,02,02796746
58448550,1,01,01,02366862
