IDENT_PSN,FAMNO_PSN,IUNO_PSN,PERSON_NUMBER,PERS_WT
19069729,1,01,02,01945555
19069729,1,01,03,01980909
19070794,1,01,01,03317685
19070794,1,01,03,02829500
19087987,1,01,01,02319629
19087987,1,01,02,02207361
19091398,1,01,01,02129090
19091398,1,01,02,02369708
19112537,1,01,01,04661086
19115066,1,01,01,02084159
19115066,1,01,02,02316730
19115066,1,02,01,02679333
19149255,1,01,01,02084159
19149255,1,01,02,02414838
19149255,1,02,01,02218586
19157664,1,01,01,03544608
19157664,1,01,02,03812660
19168835,1,01,01,04647927
19168835,1,01,02,04280127
19172964,1,01,01,05105000
19172964,1,01,02,04998013
19172964,1,02,01,04513730
19172964,2,01,01,04760181
19172964,2,01,02,04262429
19180375,1,01,01,01991494
19180375,1,01,02,01984271
19181155,1,01,01,05105000
19181155,1,01,02,04998013
19181931,1,01,01,04946889
19181931,1,01,02,04294392
19181931,1,01,03,04271833
19192734,1,01,01,02593000
19192734,1,01,02,02143037
19192898,1,01,01,02374785
19192898,1,01,02,02135517
19209257,1,01,01,03455328
19209257,1,01,02,03474859
19215939,1,01,01,04269538
19226000,1,01,01,02818888
19226000,1,02,01,03783200
19226000,2,01,01,02419534
19233861,1,01,01,05162716
19233861,1,01,02,04927356
19233987,1,01,01,01316774
19240801,1,01,01,02363947
19240801,1,01,02,02350540
19246892,1,01,01,05665040
19246892,1,01,02,05422376
19247827,1,01,01,03375333
19247827,1,01,02,02458653
19264649,1,01,01,04246231
19264649,2,01,01,04343740
19272264,1,01,01,02923513
19272264,1,01,02,02683773
19286333,1,01,01,02977000
19288605,1,01,01,01308363
19288605,1,01,02,01531315
19289708,1,01,01,04246231
19303767,1,01,01,04210559
19307175,1,01,01,04571681
19308694,1,01,01,01326037
19308694,1,01,02,01681777
19314665,1,01,01,04775270
19314665,1,02,01,04821811
19317093,1,01,01,04365294
19317093,1,01,02,04295833
19317093,1,01,03,05315263
19317093,1,02,01,05257777
19328537,1,01,01,02475253
19332715,1,01,01,02208490
19332715,1,01,02,02218586
19352413,1,01,01,03812660
19353455,1,01,01,02129090
19353455,1,01,02,02350086
19353455,1,02,01,02250526
19370011,1,01,01,03420337
19370011,1,01,02,03319047
19373309,1,01,01,02964666
19373309,1,01,02,03370752
19373309,1,01,03,03162187
19373309,1,01,04,02728571
19373309,1,02,01,03453571
19374480,1,01,01,02836551
19376571,1,01,01,05149381
19376571,1,01,02,04951100
19377239,1,01,01,04858024
19377239,1,01,02,04816687
19387014,1,01,01,04821811
19387014,1,01,03,05660000
19387014,1,02,01,04317424
19387014,1,03,01,04775270
19395105,1,01,01,01984271
19407129,1,01,01,05162716
19407129,1,01,02,04927356
19407129,2,01,01,04237794
19411553,1,01,01,05162716
19411553,1,01,02,04927356
19411553,1,01,03,04271833
19413017,1,01,01,04775270
19413017,1,02,01,05395555
19424230,1,01,01,04210559
19424230,1,02,01,04808269
19424230,1,03,01,04513730
19425490,1,01,01,05440240
19425490,1,01,02,05305515
19425490,1,01,03,05660000
19425490,1,01,04,04655961
19426321,1,01,01,02475253
19426702,1,01,01,04872377
19437446,1,01,01,04995960
19437446,1,01,02,04280127
19437446,1,01,03,05175813
19437446,1,02,01,05419574
19439912,1,01,01,04872377
19440724,1,01,01,02796746
19440724,2,01,01,02660294
19444647,1,01,01,02269473
19444647,1,01,02,01945555
19444647,1,02,01,02035683
19451213,1,01,01,04581257
19451213,1,01,02,04382875
19451213,1,02,01,04371351
19455003,1,01,01,04427405
19455003,1,01,02,04816687
19457712,1,01,01,06349250
19457712,1,01,02,05484814
19462749,1,01,01,02340350
19462749,1,01,02,02350086
19462749,1,01,03,02584516
19462749,1,02,01,01936888
19478483,1,01,01,04670722
19478483,1,01,02,03962285
19478730,1,01,01,03455328
19478730,1,01,02,03474859
19480030,1,01,01,04437675
19480030,1,01,02,04909100
19499583,1,01,01,05665040
19499583,1,01,02,05053507
19508692,1,01,01,04244698
19512058,1,01,01,04020000
19512058,1,01,02,04162800
19517533,1,01,01,02019603
19517533,1,01,02,02358363
19530314,1,01,01,01689200
19530314,1,01,02,01611111
19530314,1,02,01,02595714
19530314,1,03,01,01515384
19565516,1,01,01,04437675
19565516,1,01,02,04572476
19565516,1,02,01,04655961
19565516,1,03,01,05660000
19573216,1,01,01,02185851
19575574,1,01,01,02831428
19578421,1,01,01,04647927
19578421,1,01,02,04576179
19578421,1,02,01,04652363
19580899,1,01,01,04210559
19584742,1,01,01,02401250
19584742,1,01,02,02077073
19584742,1,02,01,02287142
19584742,2,01,01,02577000
19594202,1,01,01,04143684
19594202,1,01,02,05331707
19605616,1,01,01,01876226
19605616,1,01,02,02073555
19605616,1,02,01,02306774
19605616,1,03,01,02507258
19615617,1,01,01,04661086
19615617,2,01,01,04661086
19626820,1,01,01,04995960
19626820,1,01,02,04280127
19626820,1,01,03,04626530
19626820,1,02,01,04652363
19633738,1,01,01,03420337
19633738,1,01,02,03319047
19633738,2,01,01,03420337
19636425,1,01,01,05512420
19636425,1,01,02,05305515
19636425,1,02,01,04317424
19687762,1,01,01,03326530
19687762,1,01,02,03317685
19687762,1,02,01,04276666
19699065,1,01,01,04750113
19699065,1,01,02,04576179
19699065,1,01,03,04652363
19699065,1,01,04,05172093
19702202,1,01,01,02129090
19702202,1,01,02,01850000
19703638,1,01,01,02964666
19703638,1,01,02,03370752
19703638,1,01,03,03162187
19703638,1,01,04,03783200
19707270,1,01,01,05149381
19715837,1,01,01,04775270
19715837,1,01,02,04821811
19718588,1,01,01,04967000
19718588,1,01,02,04289393
19718588,1,01,03,03038275
19718588,1,02,01,05257777
19729973,1,01,01,04014166
19729973,1,01,02,04951100
19730079,1,01,01,03236712
19750585,1,01,01,04775270
19760009,1,01,01,04347368
19760009,2,01,01,04775270
19760257,1,01,01,02602631
19760257,1,01,02,02316730
19763609,1,01,01,02547241
19782473,1,01,01,02660294
19783153,1,01,01,02836551
19785659,1,01,01,04507740
19785659,1,01,02,04909100
19787928,1,01,01,04437675
19787928,1,01,02,04294392
19795409,1,01,01,01315744
19795409,1,01,02,01059649
19797472,1,01,01,04909100
19802146,1,01,01,04647927
19802146,1,01,02,04280127
19802675,1,01,01,04951100
19813888,1,01,01,04269538
19813888,1,02,01,04143684
19815541,1,01,01,04647927
19815541,1,01,02,04246231
19821045,1,01,01,02572424
19821045,1,01,02,03236712
19827093,1,01,01,04750113
19827093,1,01,02,04576179
19838570,1,01,01,04576179
19838570,1,02,01,04466896
19838570,1,03,01,05175813
19858449,1,01,01,04343740
19858449,1,01,02,04246231
19859544,1,01,01,02930961
19859544,1,01,02,03110340
19876254,1,01,01,02019603
19876254,1,01,02,01850000
19876254,1,02,01,01936888
19890401,1,01,01,05614111
19890401,1,01,02,05422376
19890401,1,02,01,05845185
19891158,1,01,01,02268292
19894299,1,01,01,02462727
19900250,1,01,01,02370576
19900250,1,01,02,02316730
19900250,1,02,01,02679333
19900250,1,03,01,02616250
19911164,1,01,01,04684642
19915215,1,01,01,02917916
19915215,1,01,02,02306774
19919678,1,01,01,02035683
19919678,2,01,01,01984271
19919678,3,01,01,02602631
19922428,1,01,01,05440240
19922428,1,01,02,04927356
19926147,1,01,01,04424800
19926147,1,01,02,02650250
19929212,1,01,01,04294392
19929212,1,01,03,04391454
19929692,1,01,01,04760181
19935118,1,01,01,04091265
19935118,1,01,02,04823896
19935118,1,02,01,05148421
19939249,1,01,01,04946889
19939249,1,01,02,04821811
19946750,1,01,01,05309909
19946750,1,01,02,05422376
19946750,1,02,01,05792666
19946750,2,01,01,04435000
19964456,1,01,01,02208214
19964456,1,01,02,02307272
19964456,1,01,03,01834375
19967322,1,01,01,04808269
19967322,1,01,02,04262429
19967322,1,01,03,05332608
19967322,2,01,01,05105000
19967322,2,01,02,04244698
19967322,2,02,01,04246231
19967322,3,01,01,03480666
19967705,1,01,01,02366862
19967705,1,01,02,02475253
19973186,1,01,01,02112900
19973186,1,01,02,02113981
19976667,1,01,01,02602631
19976667,1,01,02,02109485
19986118,1,01,01,05309909
19986118,1,01,02,05422376
19992039,1,01,01,04343740
19992039,1,01,02,04246231
19996324,1,01,01,02660294
19996324,1,02,01,02772500
19996324,2,01,01,03690370
20017684,1,01,01,02943109
20017684,1,01,02,03215857
20017684,1,01,03,02829500
20017684,1,02,01,03175454
20026241,1,01,01,02367142
20027990,1,01,01,04661086
20041966,1,01,01,02241801
20064297,1,01,01,02683773
20066149,1,01,01,04437675
20066149,1,01,02,04294392
20066149,1,01,03,04391454
20067722,1,01,01,02738571
20067722,1,01,02,02765128
20076998,1,01,01,03326530
20076998,1,01,02,03215857
20078624,1,01,01,03375333
20078624,1,01,02,02345882
20079822,1,01,01,02475253
20087466,1,01,01,05981956
20087466,1,01,02,06150416
20119381,1,01,01,02084159
20119381,1,01,02,02316730
20140362,1,01,01,04507740
20140362,1,01,02,04821811
20151876,1,01,01,02943109
20151876,1,01,02,03215857
20151876,1,01,03,03059428
20151876,1,01,04,03059428
20151876,1,02,01,04276666
20161255,1,01,01,04143684
20161255,1,01,02,03860638
20163451,1,01,01,01895280
20164521,1,01,01,04571681
20164521,1,02,01,04995960
20180116,1,01,01,05305515
20180523,1,01,01,04647927
20180523,1,01,02,04246231
20180523,1,02,01,04343740
20185907,1,01,01,05634843
20200025,1,01,01,05422376
20200025,1,01,03,06329642
20200963,1,01,01,04647927
20200963,1,01,02,04280127
20209963,1,01,01,02062209
20209963,1,01,02,02121176
20209963,1,01,03,02837419
20212152,1,01,01,02112900
20218659,1,01,01,01315744
20219768,1,01,01,01315744
20219768,1,01,02,01059649
20219768,1,02,01,01171578
20247592,1,01,01,03719245
20247592,1,02,01,03403750
20254012,1,01,01,02917916
20254012,1,01,02,02548571
20254012,1,01,03,01808823
20257952,1,01,01,04775270
20257952,1,01,02,05395555
20277917,1,01,01,04393174
20277917,1,01,02,04244698
20279393,1,01,01,01524242
20279393,1,01,02,01553125
20289045,1,01,01,01202051
20289045,1,01,02,01280212
20295853,1,01,01,04647927
20303162,1,01,01,02019603
20303162,1,01,02,02113981
20303975,1,01,01,03373500
20303975,2,01,01,03456190
20315867,1,01,01,04750113
20315867,1,01,02,04280127
20320141,1,01,01,05845185
20320141,2,01,01,05845185
20320338,1,01,01,03574390
20332210,1,01,01,05792666
20332210,1,01,02,05407586
20333409,1,01,01,04661086
20333893,1,01,01,05625357
20333893,2,01,01,08229500
20336419,1,01,01,02135517
20337368,1,01,01,04427405
20337368,1,01,02,04872377
20344613,1,01,01,04391454
20354786,1,01,01,05440240
20354786,1,01,02,05305515
20354786,1,02,01,06182391
20354786,1,03,01,04570158
20354786,1,04,01,04775270
20355069,1,01,01,04393174
20355069,1,01,02,04244698
20356931,1,01,01,05309909
20356931,1,01,02,05053507
20366800,1,01,01,04440975
20374300,1,01,01,02127564
20374300,1,01,02,01945555
20374560,1,01,01,04570158
20374560,2,01,01,04237794
20377033,1,01,01,01895280
20377033,1,02,01,02363947
20384470,1,01,01,03172959
20384470,1,01,02,03243406
20385474,1,01,01,04437675
20385474,1,01,02,04572476
20385474,2,01,01,04909100
20387624,1,01,01,03326530
20387624,1,01,02,03317685
20387624,1,01,03,02829500
20387624,1,02,01,04162800
20388196,1,01,01,01524242
20388196,1,01,02,01600769
20393871,1,01,01,02113981
20396551,1,01,01,02977000
20401625,1,01,01,05162716
20401625,1,02,01,04572476
20401625,2,01,01,05162716
20417148,1,01,01,02595531
20417148,1,01,02,02143037
20423531,1,01,01,02366862
20423531,1,01,02,02101500
20429001,1,01,01,07186400
20429001,2,01,01,05792666
20433112,1,01,01,02593000
20433112,1,01,02,02143037
20437906,1,01,01,01796923
20437906,1,02,01,01143846
20439981,1,01,01,01850000
20445587,1,01,01,01124000
20445587,1,01,02,01116600
20449446,1,01,01,05562748
20449446,1,01,02,04382875
20464192,1,01,01,02269473
20464192,1,01,02,02109485
20464192,1,02,01,01525090
20464192,1,03,01,02274054
20464192,1,04,01,02271470
20465468,1,01,01,05562748
20465468,1,01,02,04808657
20466690,1,01,01,02218586
20481745,1,01,01,01783611
20481745,1,01,02,01482765
20496710,1,01,01,02572424
20496710,1,01,02,03236712
20497563,1,01,01,04343740
20497563,1,01,02,04246231
20499842,1,01,01,03544608
20499842,1,01,02,05141764
20511037,1,01,01,01822682
20511037,1,01,02,02118974
20511458,1,01,01,03172959
20511458,1,01,02,03243406
20513514,1,01,01,04558723
20513514,1,01,02,03236712
20517300,1,01,01,03207023
20517300,1,01,02,03370752
20517300,1,02,01,03860769
20517300,1,03,01,03162187
20517300,1,04,01,03130645
20518585,1,01,01,04216944
20518585,1,01,02,04571681
20536376,1,01,01,02592957
20536376,1,01,02,02207361
20538787,1,01,01,03243406
20540033,1,01,01,04280127
20546881,1,01,01,02300000
20546881,1,01,02,02369708
20546881,1,02,01,01936888
20552278,1,01,01,02595531
20556336,1,01,01,04101300
20556336,1,01,02,04210559
20560326,1,01,01,01340689
20560326,1,02,01,01326037
20567843,1,01,01,04995960
20567843,1,01,02,04998013
20567843,1,01,03,04652363
20567843,1,02,01,04466896
20567843,1,03,01,04760181
20572130,1,01,01,04210559
20582235,1,01,01,04427405
20582235,1,01,02,04816687
20582235,1,02,01,06195000
20583069,1,01,01,03474859
20589366,1,01,01,01991494
20589366,1,01,02,01984271
20605593,1,01,01,04946889
20605593,1,01,02,04821811
20606291,1,01,01,04101300
20606291,1,01,02,04571681
20606291,1,02,01,04995960
20610492,1,01,01,02667500
20610492,1,01,02,02018500
20617156,1,01,01,04347368
20617156,2,01,01,04347368
20622269,1,01,01,05278971
20622269,1,02,01,04572476
20630915,1,01,01,04507740
20630915,1,01,02,04821811
20631583,1,01,01,05231645
20631583,1,01,02,04347368
20635070,1,01,01,03719245
20641001,1,01,01,02930961
20641001,1,01,02,03835000
20642860,1,01,01,02572424
20642860,1,01,02,03091162
20642860,1,02,01,02532307
20651373,1,01,01,02241801
20653474,1,01,01,05105000
20653474,1,01,02,05307851
20653474,1,01,03,05175813
20662717,1,01,01,04998013
20688967,1,01,01,02300000
20688967,1,01,02,02213648
20688967,1,01,03,02490666
20688967,1,02,01,02380857
20700622,1,01,01,04091265
20700622,1,01,02,03962285
20709158,1,01,01,03455328
20709158,1,01,02,03474859
20734676,1,01,01,01898636
20739652,1,01,01,02340350
20739652,1,01,02,02350086
20739652,1,01,03,02595000
20739899,1,01,01,02358363
20748455,1,01,01,05981956
20748455,1,01,02,04440975
20756224,1,01,01,04343740
20756224,1,01,02,04998013
20765989,1,01,01,06234216
20765989,1,01,02,05053507
20765989,1,02,01,05198787
20770049,1,01,01,04134809
20773651,1,01,01,02422820
20773651,1,01,02,02667187
20779367,1,01,01,04649500
20779367,1,01,02,04262429
20779533,1,01,01,02062209
20779533,1,01,02,01981213
20780744,1,01,01,02374785
20780744,1,01,02,02157000
20788050,1,01,01,04694918
20788050,1,01,02,04380294
20788050,1,02,01,03255428
20791070,1,01,01,04649500
20794607,1,01,01,05278971
20804495,1,01,01,04558723
20804495,1,01,02,03533066
20810207,1,01,01,01689200
20810207,1,01,02,01611111
20810207,1,02,01,02393750
20833972,1,01,01,02796746
20835810,1,01,01,04649500
20835810,1,01,02,04998013
20835810,1,02,01,04782142
20835810,1,03,01,04832500
20840636,1,01,01,04294392
20842957,1,01,01,02593000
20853324,1,01,01,02977000
20853324,1,01,02,02886451
20853324,1,01,03,02471944
20853324,1,02,01,02772500
20862281,1,01,01,04612857
20869629,1,01,01,02107536
20869629,1,02,01,02296625
20876713,1,01,01,04581257
20876713,1,01,02,04808657
20878774,1,01,01,03215857
20882743,1,01,01,03375333
20882743,1,01,02,02345882
20882743,1,02,01,02310909
20882743,1,03,01,02279090
20882743,1,04,01,03255454
20887984,1,01,01,05231645
20887984,1,01,02,04347368
20908354,1,01,01,04427405
20908354,1,01,02,04871396
20911759,1,01,01,04995960
20911759,1,01,02,05307851
20911759,1,02,01,04444642
20911759,1,03,01,04040312
20915439,1,01,01,05257777
20918252,1,01,01,02964666
20918252,1,01,02,03370752
20918252,1,02,01,02976129
20935274,1,01,01,04513730
20935274,1,01,02,04262429
20945008,1,01,01,04775270
20945008,1,01,02,04821811
20948153,1,01,01,01991494
20948153,1,01,02,01984271
20951691,1,01,01,02084159
20951972,1,01,01,04091265
20951972,1,01,02,04823896
20955194,1,01,01,05105000
20955194,1,01,02,04210559
20958537,1,01,01,04649500
20958537,1,01,02,05307851
20958537,1,02,01,05172093
20960124,1,01,01,02135517
20972000,1,01,01,03199398
20972000,1,01,02,03728220
20972508,1,01,01,05309909
20972508,1,01,02,05053507
20972508,1,02,01,05023437
20973504,1,01,01,01438048
20977651,1,01,01,02401250
20977651,1,01,02,02386341
20977651,1,02,01,02840000
20988296,1,01,01,01991494
20988296,1,01,02,01984271
20988786,1,01,01,04872377
20998387,1,01,01,04437675
20998387,1,01,02,04294392
20998387,1,01,03,04655961
20998387,1,02,01,05774090
20998387,1,03,01,05487058
20998387,1,04,01,04613015
20999134,1,01,01,03199398
20999134,1,01,02,02796746
21002225,1,01,01,02943109
21002225,1,01,02,03319047
21028080,1,01,01,02421333
21028080,1,01,02,02213648
21034672,1,01,01,02842962
21034672,1,01,02,03816470
21036256,1,01,01,04858024
21036256,1,01,02,05278971
21037116,1,01,01,05981956
21037116,1,01,02,06150416
21037858,1,01,01,01463720
21037858,1,01,02,01057142
21037858,1,02,01,01437333
21037858,1,03,01,01171578
21037858,1,04,01,01880000
21044997,1,01,01,02084159
21044997,1,01,02,01945555
21049216,1,01,01,02964666
21050522,1,01,01,02592957
21050522,1,01,02,02107333
21052394,1,01,01,02300000
21052394,1,01,02,02350086
21056227,1,01,01,03004126
21056227,1,01,02,03474859
21060182,1,01,01,04440508
21060182,1,01,02,06167428
21061475,1,01,01,05614111
21061475,1,01,02,05374044
21061475,1,02,01,05792666
21061475,1,03,01,05377500
21076599,1,01,01,03890454
21076876,1,01,01,02143037
21078265,1,01,01,02572424
21078265,1,01,02,03236712
21078265,2,01,01,03690370
21088022,1,01,01,02112900
21088022,1,01,02,02113981
21091285,1,01,01,05614111
21091285,1,01,02,05374044
21091285,1,01,03,04819090
21091285,1,02,01,08229500
21101987,1,01,01,03544608
21101987,1,01,02,04460000
21110103,1,01,01,02507258
21110103,1,01,02,01667777
21110495,1,01,01,04507740
21110495,1,01,02,04909100
21112021,1,01,01,04946889
21112021,1,01,02,04909100
21112388,1,01,01,02842962
21117723,1,01,01,02292333
21131227,1,01,01,01895280
21131227,1,01,02,02185851
21131685,1,01,01,05231645
21131685,2,01,01,05278971
21136716,1,01,01,02370576
21136716,1,01,02,02316730
21153389,1,01,01,02300000
21153389,1,01,02,02350086
21153389,1,02,01,02069523
21153389,1,03,01,02485714
21162292,1,01,01,02340350
21162292,1,01,02,02213648
21172781,1,01,01,03310170
21172781,1,01,02,02881641
21172781,1,01,03,02923666
21174242,1,01,01,04365294
21174242,1,01,02,04295833
21185166,1,01,01,02084159
21185166,1,01,02,02414838
21201864,1,01,01,02269473
21201864,1,01,02,02296625
21215512,1,01,01,04343740
21215512,1,01,02,04246231
21216856,1,01,01,03282000
21216856,1,01,02,03160666
21218857,1,01,01,05440240
21218857,1,01,02,05305515
21218857,1,02,01,05879583
21219273,1,01,01,04343740
21219273,1,01,02,04262429
21220744,1,01,01,03310170
21221060,1,01,01,03199398
21221060,1,01,02,02524615
21242119,1,01,01,04946889
21242119,1,01,02,06195000
21242247,1,01,01,02129090
21242247,2,01,01,01850000
21258338,1,01,01,01195208
21258338,1,01,02,01482765
21260374,1,01,01,02113981
21264723,1,01,01,04347368
21264723,1,02,01,04871396
21264723,1,03,01,05231645
21264723,2,01,01,04347368
21278609,1,01,01,01895280
21278609,1,01,02,02143037
21283463,1,01,01,02392750
21283463,1,01,02,02556250
21287844,1,01,01,05149381
21292515,1,01,01,03370752
21292515,1,02,01,03453571
21297770,1,01,01,05162716
21297770,1,01,02,04927356
21322904,1,01,01,02250526
21322904,1,01,02,02101500
21330090,1,01,01,02332307
21345975,1,01,01,04647927
21345975,1,01,02,04280127
21345975,1,01,03,05172093
21347639,1,01,01,02035683
21347639,1,01,02,02118974
21348946,1,01,01,02213648
21353358,1,01,01,01750555
21353358,2,01,01,02319629
21353358,3,01,01,02426666
21353358,4,01,01,02426666
21358255,1,01,01,04216944
21358255,1,01,02,04571681
21358500,1,01,01,02340350
21358500,1,01,02,02213648
21358518,1,01,01,03199398
21358518,1,01,02,03728220
21361777,1,01,01,02143037
21361777,1,02,01,02366862
21371370,1,01,01,01991494
21371370,1,01,02,02121176
21376712,1,01,01,06234216
21376712,1,01,02,05374044
21376712,1,02,01,05792666
21376712,1,03,01,05625357
21379205,1,01,01,02135517
21379205,1,01,03,01936888
21381032,1,01,01,04871396
21392517,1,01,01,02208490
21392517,1,01,02,02218586
21395226,1,01,01,02977000
21395226,1,01,02,02886451
21395226,1,01,03,03783200
21399404,1,01,01,04347368
21400167,1,01,01,04437675
21400167,1,01,02,04294392
21402144,1,01,01,02019603
21402144,1,01,03,02584516
21402144,1,02,01,02257692
21402704,1,01,01,04091265
21402704,1,01,02,04823896
21403177,1,01,01,01895280
21403177,1,01,02,01850000
21407962,1,01,01,04507740
21407962,1,01,02,04909100
21412606,1,01,01,02300000
21412606,1,01,02,02213648
21421912,1,01,01,02218586
21436403,1,01,01,02241801
21439305,1,01,01,06150416
21447906,1,01,01,02366862
21447906,1,01,02,02135517
21450619,1,01,01,04750113
21450619,1,01,02,04280127
21450619,1,01,03,04390000
21456273,1,01,01,02019603
21456273,1,01,02,02350086
21459273,1,01,01,03255454
21459273,2,01,01,02310909
21466475,1,01,01,02062209
21466475,1,01,02,02121176
21487541,1,01,01,04909666
21487541,1,01,02,04295833
21487541,1,01,03,04565000
21487541,1,02,01,04936500
21495493,1,01,01,04507740
21502058,1,01,01,02421333
21502058,1,01,02,02135517
21503750,1,01,01,01195208
21503750,1,01,02,01280212
21505980,1,01,01,03207023
21505980,1,01,02,03533066
21505980,2,01,01,04471904
21505980,2,01,02,02419534
21507911,1,01,01,04581257
21507911,1,01,02,04382875
21521573,1,01,01,05162716
21521573,2,01,01,04317424
21521573,3,01,01,04821811
21534848,1,01,01,02370576
21534848,1,01,02,02109485
21537313,1,01,01,02943109
21537313,1,01,02,03319047
21538226,1,01,01,05157187
21538820,1,01,01,05440240
21538820,1,01,02,04927356
21538820,1,01,03,04177741
21541934,1,01,01,05562748
21541934,1,01,02,04382875
21550700,1,01,01,05105000
21550700,1,01,02,05307851
21550700,1,02,01,05157187
21550700,1,03,01,03480666
21564208,1,01,01,04216944
21564208,1,01,02,04661086
21566738,1,01,01,02421333
21566738,1,01,02,02135517
21568178,1,01,01,03973030
21568178,1,01,02,03835000
21582062,1,01,01,02401250
21582062,1,01,02,02386341
21582062,1,02,01,02582500
21582062,1,03,01,02577000
21596061,1,01,01,02084159
21596061,1,01,02,02414838
21596061,1,02,01,02460000
21596061,1,03,01,02035683
21621308,1,01,01,02660294
21621308,1,01,02,02796746
21630844,1,01,01,02660294
21630844,1,01,02,02796746
21639718,1,01,01,05440240
21648684,1,01,01,05981956
21648684,1,02,01,06167428
21662535,1,01,01,02572424
21662535,1,01,02,03236712
21666842,1,01,01,04347368
21673629,1,01,01,02421333
21673629,1,01,02,02213648
21673629,1,01,03,02490666
21680496,1,01,01,01319523
21680496,1,01,02,01482413
21682783,1,01,01,01327027
21682783,2,01,01,01195208
21683341,1,01,01,04262429
21686203,1,01,01,06167428
21687585,1,01,01,01991494
21687585,1,01,02,01984271
21692610,1,01,01,04471904
21692610,1,01,02,03690370
21694434,1,01,01,04216944
21694434,1,01,02,04661086
21716875,1,01,01,02035683
21716875,1,01,02,01984271
21733019,1,01,01,02977000
21733019,1,01,02,02886451
21733019,1,02,01,03860769
21742915,1,01,01,03574390
21743248,1,01,01,03004126
21755053,1,01,01,02269473
21755053,1,01,02,01945555
21759172,1,01,01,04951100
21759533,1,01,01,02319629
21759533,2,01,01,02458653
21759533,2,01,03,02423076
21765955,1,01,01,02157000
21767252,1,01,01,03420337
21767252,1,01,02,03474859
21768550,1,01,01,04507740
21768550,1,01,02,04909100
21777385,1,01,01,01524242
21777385,1,01,02,01553125
21778278,1,01,01,01153103
21778278,1,01,02,01438048
21783435,1,01,01,04871396
21785569,1,01,01,08229500
21785569,1,01,02,05407586
21792320,1,01,01,05562748
21792320,1,01,02,04819090
21796957,1,01,01,04134809
21797340,1,01,01,03455328
21797340,1,01,02,04509166
21801293,1,01,01,05512420
21801293,1,01,02,04871396
21813357,1,01,01,02977000
21821768,1,01,01,05025660
21821768,1,01,02,04466896
21826827,1,01,01,04858024
21826827,1,01,02,04872377
21836305,1,01,01,04210559
21838169,1,01,01,03199398
21838169,1,02,01,02660294
21840049,1,01,01,04091265
21840049,1,01,02,04823896
21840049,1,01,03,04772272
21840049,1,01,04,04164615
21862072,1,01,01,01611111
21862072,1,01,03,01072857
21862072,1,02,01,01182000
21867587,1,01,01,03172959
21867587,1,01,02,03160666
21867587,1,02,01,04020000
21880049,1,01,01,01895280
21880049,1,01,02,02113981
21905637,1,01,01,03249166
21910974,1,01,01,02101500
21911549,1,01,01,04371351
21911549,1,01,02,04382875
21920241,1,01,01,04134809
21920241,1,01,02,04871396
21924379,1,01,01,04775270
21924379,1,01,02,06195000
21949920,1,01,01,02401250
21949920,1,01,02,02548571
21950031,1,01,01,05440240
21950031,1,02,01,04570158
21953406,1,01,01,04750113
21953406,1,01,02,04246231
21956685,1,01,01,04507740
21956685,1,01,02,04909100
21972541,1,01,01,02977000
21972541,1,01,02,02881641
21973499,1,01,01,03255454
21973499,2,01,01,01750555
21982861,1,01,01,02109485
21982861,1,02,01,02271470
21995595,1,01,01,06234216
21995595,1,01,02,05422376
21995595,1,01,03,05023437
21995595,1,02,01,04612857
21995595,1,03,01,07186400
22003176,1,01,01,04216944
22012395,1,01,01,02035683
22023758,1,01,01,01195208
22023758,1,01,02,01482765
22024140,1,01,01,03310170
22024140,1,01,02,02881641
22024140,1,01,03,03783200
22024140,1,02,01,03453571
22027930,1,01,01,04347368
22027930,1,02,01,04927356
22028295,1,01,01,02350526
22028295,1,01,02,02664444
22028295,1,01,03,03346666
22028295,1,02,01,01552727
22032787,1,01,01,02112900
22032787,1,01,02,02113981
22033242,1,01,01,01340689
22033242,1,02,01,01182000
22043862,1,01,01,02458653
22045271,1,01,01,02718000
22045271,1,01,02,02509642
22045271,1,01,03,02340000
22045773,1,01,01,04393174
22052563,1,01,01,04649500
22052563,1,01,02,04576179
22052563,1,02,01,04216944
22054477,1,01,01,02250526
22054477,1,01,02,02069523
22059147,1,01,01,03420337
22059147,1,01,02,03319047
22069055,1,01,01,02964666
22069055,1,01,02,03370752
22074118,1,01,01,04995960
22074118,1,01,02,04576179
22074118,1,01,03,04444642
22074118,1,02,01,04782142
22074118,1,03,01,05419574
22075559,1,01,01,04317424
22101618,1,01,01,01153103
22105685,1,01,01,02592957
22105685,1,01,02,02207361
22111275,1,01,01,01982592
22111275,1,01,02,02314615
22111275,1,02,01,02307272
22111603,1,01,01,02507258
22111603,1,01,02,02306774
22125718,1,01,01,04775270
22125718,1,01,02,04570158
22128573,1,01,01,06234216
22128573,1,01,02,05422376
22128573,1,02,01,05198787
22128573,1,03,01,04819090
22130613,1,01,01,04581257
22130613,2,01,01,05845185
22130613,3,01,01,05562748
22130818,1,01,01,05136071
22130818,2,01,01,06182391
22139579,1,01,01,05634843
22139579,1,01,02,06150416
22143391,1,01,01,05105000
22154476,1,01,01,03431184
22154476,1,01,02,03533066
22166070,1,01,01,03326530
22166070,1,01,02,03317685
22166070,1,01,03,02829500
22178571,1,01,01,02802571
22178571,2,01,01,03130645
22178904,1,01,01,01463720
22184426,1,01,01,04347368
22190530,1,01,01,02019603
