,,,,,,,,,,,,,,,,,,
.0110899,.0012761,.0007708,.0007316,.0009701,.0016176,.0007308,.0012204,.0007312,.0314898,.0006795,.0014051,.0006827,.0012162,.0011236,.0010645,.0005985,.0009657,.0041541
.0028475,.0006329,.0003312,.0003664,.0005099,.000583,.0003303,.00046,.0002976,.0101785,.0002702,.0004699,.0005316,.0003501,.0003508,.0003662,.0001894,.0003156,.0015568
.0007454,.0003354,.0001888,.0002052,.0002631,.0003227,.0001889,.0001889,.0001418,.0040996,.0001182,.0001894,.0001987,.0001449,.0001486,.0001541,.0000789,.000127,.0006839
.0004432,.0003077,.000191,.000202,.0002437,.0002987,.0001924,.0001554,.0001251,.0028136,.0001007,.0001634,.0001624,.0001064,.0001158,.0001187,.0000587,.0000976,.0005682
.0003033,.0002491,.0001693,.0001837,.0002123,.0002607,.0001683,.0001196,.0001049,.0020731,.0000807,.0001471,.0001611,.0000791,.0000908,.0000901,.0000445,.0000766,.0004675
.0002332,.0002083,.0001513,.0001619,.0001818,.000224,.0001485,.0000949,.0000901,.0016081,.0000688,.000128,.000143,.0000652,.0000746,.0000746,.0000372,.0000646,.0003979
.0002127,.0001972,.000153,.0001581,.0001813,.0002231,.0001492,.0000869,.0000865,.0014779,.0000673,.0001305,.0001512,.0000618,.0000694,.0000705,.0000352,.0000619,.0003767
.0002146,.0002138,.0001853,.0001905,.0002168,.0002632,.0001797,.0000867,.0000959,.001587,.0000762,.0001546,.0001742,.0000663,.0000723,.0000852,.0000409,.0000695,.000419
.000225,.0002296,.0002118,.0002179,.0002492,.0002973,.0002016,.0000868,.0001022,.0016846,.0000824,.0001904,.0002052,.0000716,.0000744,.000095,.0000468,.0000771,.000456
.0002415,.0002475,.0002378,.0002489,.0002832,.0003283,.0002274,.0000901,.0001101,.0018567,.0000898,.0002276,.0003351,.0000779,.0000791,.0001074,.0000532,.0000861,.0004971
.0002545,.0002606,.000264,.0002772,.00031,.0003592,.0002472,.0000907,.0001144,.0019102,.0000944,.0002679,.0004712,.0000832,.0000822,.0001169,.0000589,.0000929,.0005307
.0002718,.0002794,.000296,.0003138,.0003501,.0004019,.0002723,.0000951,.000122,.0019629,.0001018,.0003131,.0005325,.0000899,.0000867,.0001303,.000067,.0001037,.0005819
.0003587,.0003624,.0004037,.0004428,.0004883,.0005462,.0003671,.0001195,.0001555,.0022137,.000131,.0004736,.0009978,.0001138,.0001099,.0001789,.0000913,.0001388,.0007828
.0004054,.0004216,.0004817,.0005513,.0006049,.0006658,.0004449,.0001361,.0001733,.0021505,.0001522,.0006378,.0014913,.0001252,.0001261,.0002156,.0001077,.0001641,.000926
.0004495,.0004648,.0005482,.0006468,.00071,.0007544,.0005112,.0001475,.000185,.0022602,.0001669,.0007918,.0018877,.0001354,.0001424,.0002328,.0001175,.0001854,.0010362
.0005112,.000525,.0006278,.0007756,.0008557,.0008865,.0006041,.0001646,.0002064,.0024936,.0001914,.0010377,.0031164,.000153,.0001616,.0002562,.0001333,.0002203,.0011727
.0008129,.0008243,.0009683,.001317,.001451,.0015463,.0010033,.0002563,.0003346,.004773,.0003142,.0019432,.0081399,.0002544,.0002718,.0004109,.0002254,.0003881,.0018511
.0016508,.0015582,.0018379,.0027476,.0031546,.0034437,.0022243,.0005117,.0006831,.0101494,.0006786,.0043696,.0302149,.0005507,.0005463,.0008513,.00049,.0008977,.0037566
.0379147,.0356267,.0374183,.0653699,.0744955,.0759098,.0520011,.0120779,.0154928,.1403219,.0169258,.0833137,.8330834,.0136686,.0126653,.0188417,.0118385,.0242284,.0904519
