,,,,,,,,,,,,,,,,,,
.0110899,.0012761,.0007708,.0007316,.0009701,.0016176,.0007308,.0012204,.0007312,.0315584,.0006795,.0016975,.0010657,.0012162,.0011236,.0010645,.0005985,.0009657,.0041774
.0028475,.0006329,.0003312,.0003664,.0005099,.000583,.0003303,.00046,.0002976,.0101975,.0002702,.0005863,.0006784,.0003501,.0003508,.0003662,.0001894,.0003156,.0015506
.0007454,.0003354,.0001888,.0002052,.0002631,.0003227,.0001889,.0001889,.0001418,.0041092,.0001182,.0002387,.0002572,.0001449,.0001486,.0001541,.0000789,.000127,.0006821
.0004432,.0003077,.000191,.000202,.0002437,.0002987,.0001924,.0001554,.0001251,.0028121,.0001007,.0002011,.0002057,.0001064,.0001158,.0001187,.0000587,.0000976,.0005649
.0003033,.0002491,.0001693,.0001837,.0002123,.0002607,.0001683,.0001196,.0001049,.0020709,.0000807,.0001751,.0001942,.0000791,.0000908,.0000901,.0000445,.0000766,.0004581
.0002332,.0002083,.0001513,.0001619,.0001818,.000224,.0001485,.0000949,.0000901,.0016041,.0000688,.0001504,.0001695,.0000652,.0000746,.0000746,.0000372,.0000646,.0003881
.0002127,.0001972,.000153,.0001581,.0001813,.0002231,.0001492,.0000869,.0000865,.0014724,.0000673,.000152,.0001769,.0000618,.0000694,.0000705,.0000352,.0000619,.000364
.0002146,.0002138,.0001853,.0001905,.0002168,.0002632,.0001797,.0000867,.0000959,.0015756,.0000762,.0001762,.0002008,.0000663,.0000723,.0000852,.0000409,.0000695,.0003985
.000225,.0002296,.0002118,.0002179,.0002492,.0002973,.0002016,.0000868,.0001022,.0016687,.0000824,.0002112,.0002311,.0000716,.0000744,.000095,.0000468,.0000771,.0004263
.0002415,.0002475,.0002378,.0002489,.0002832,.0003283,.0002274,.0000901,.0001101,.0018334,.0000898,.0002484,.0003619,.0000779,.0000791,.0001074,.0000532,.0000861,.0004664
.0002545,.0002606,.000264,.0002772,.00031,.0003592,.0002472,.0000907,.0001144,.0018825,.0000944,.000287,.0004973,.0000832,.0000822,.0001169,.0000589,.0000929,.0004984
.0002718,.0002794,.000296,.0003138,.0003501,.0004019,.0002723,.0000951,.000122,.0019328,.0001018,.0003319,.0005589,.0000899,.0000867,.0001303,.000067,.0001037,.0005472
.0003587,.0003624,.0004037,.0004428,.0004883,.0005462,.0003671,.0001195,.0001555,.0021697,.000131,.0004932,.0010272,.0001138,.0001099,.0001789,.0000913,.0001388,.0007369
.0004054,.0004216,.0004817,.0005513,.0006049,.0006658,.0004449,.0001361,.0001733,.0020887,.0001522,.0006563,.0015241,.0001252,.0001261,.0002156,.0001077,.0001641,.0008672
.0004495,.0004648,.0005482,.0006468,.00071,.0007544,.0005112,.0001475,.000185,.0021899,.0001669,.0008089,.0019206,.0001354,.0001424,.0002328,.0001175,.0001854,.0009633
.0005112,.000525,.0006278,.0007756,.0008557,.0008865,.0006041,.0001646,.0002064,.0024142,.0001914,.0010644,.0031627,.000153,.0001616,.0002562,.0001333,.0002203,.0010845
.0008129,.0008243,.0009683,.001317,.001451,.0015463,.0010033,.0002563,.0003346,.0046325,.0003142,.0019901,.0082188,.0002544,.0002718,.0004109,.0002254,.0003881,.0017284
.0016508,.0015582,.0018379,.0027476,.0031546,.0034437,.0022243,.0005117,.0006831,.0098143,.0006786,.0045197,.0304244,.0005507,.0005463,.0008513,.00049,.0008977,.0035123
.0379147,.0356267,.0374183,.0653699,.0744955,.0759098,.0520011,.0120779,.0154928,.1327449,.0169258,.0909334,.8407802,.0136686,.0126653,.0188417,.0118385,.0242284,.083958
