.05,-1.024239,-.1094887,-.0275849,-.0083285,-.0012991,.0185744,.0224254,-.0440534,.1321191,-.02513,.2864634,.3019523,.264601,.0759098,.0196331,-.0158349,-.0830432,-.01587,6.153697
.1,-.5521529,-.0459865,-.0196141,.0122706,-.0054139,.0062664,-.0044143,-.1204016,.055911,-.0118262,.1242845,.1615219,.1327042,.0854665,-.0060406,-.0200889,-.0329341,.0080259,6.407136
.15,-.4488661,-.0671785,-.0069139,.002783,-.0106645,.0038195,-.0270882,-.1381154,.0510555,-.0406603,.0881221,.1238813,.1046563,.0981215,-.0172681,-.014099,-.0191571,.0121956,6.51961
.2,-.4035511,-.0655526,-.0024019,-.0075311,-.012822,.0063659,-.0306885,-.1473047,.0641241,-.0810536,.070004,.1287349,.0885276,.0924036,-.029115,-.0332147,-.0069305,.0482275,6.577748
.25,-.3838676,-.0767516,-.0269612,-.0196447,-.0284814,.0042895,-.036679,-.1558666,.0678049,-.060357,.066726,.1336519,.0967337,.0990652,-.0445161,-.0446609,-.001705,.0573517,6.658322
.3,-.3855896,-.1045347,-.0209689,-.0106562,-.0234713,.0006403,-.0452017,-.1722395,.0577625,-.0569292,.0813491,.1496973,.1314786,.1162393,-.0641002,-.051567,.0020808,.0686391,6.709177
.35,-.4110377,-.1293066,-.0458227,-.0210297,-.0422881,-.0245069,-.0734466,-.1759338,.0597649,-.04917,.0980241,.1826993,.1703184,.1272033,-.0754511,-.0617903,.0164722,.0902755,6.747802
.4,-.4050566,-.1298621,-.0226116,-.0080025,-.0242019,.0139788,-.0804352,-.1951617,.0558613,-.0640029,.0910972,.2101858,.1905893,.1335032,-.0896054,-.0650852,.0332725,.0916542,6.805357
.45,-.4146632,-.1536495,-.0314858,-.0062105,-.0284794,.0201593,-.0716545,-.201876,.0676444,-.0611903,.0896344,.2207324,.223915,.1300585,-.0795761,-.0625229,.0293011,.1077357,6.838229
.5,-.4007412,-.191441,-.0310233,.0139597,-.0156875,.0219166,-.0604847,-.2018423,.068154,-.0697581,.0738275,.2240697,.235497,.122203,-.0818432,-.076945,.0328109,.1312886,6.898313
.55,-.3870151,-.2145752,-.0656554,.0079479,-.0118906,.0127438,-.0590514,-.1845674,.0829359,-.0817595,.0755923,.2521894,.2885118,.1054784,-.0846074,-.081541,.0348826,.1394362,6.970632
.6,-.3929831,-.2413841,-.0662292,.0048619,-.0037345,.0018495,-.0417102,-.2025364,.0701266,-.0900362,.0670355,.2545204,.3302988,.0921596,-.071402,-.0741224,.0240139,.148285,7.044071
.65,-.3686462,-.2427408,-.0766631,.0109703,.0202035,.0319272,-.0094374,-.2088361,.0828868,-.0889441,.0620518,.2614756,.3608364,.0866616,-.0594891,-.0811746,.0098375,.1661618,7.092676
.7,-.3404084,-.2369068,-.0857309,.008491,.0158818,.0269061,-.0064701,-.2043557,.0723066,-.0925784,.0489742,.2369481,.3953626,.0637564,-.0199176,-.064287,-.0012819,.1784423,7.153997
.75,-.2946804,-.2091193,-.0873089,.0327176,.0120126,.0148628,-.0133286,-.2194964,.0814075,-.0911434,.0425321,.20664,.395779,.0481162,.0451481,-.0438541,-.0217919,.2008506,7.144948
.8,-.2958582,-.2216886,-.0940542,.0401092,.0113599,.0215,-.0216632,-.2702754,.0902119,-.0719406,.0499195,.2034135,.4421708,.0636609,.0578568,-.0389779,-.0260525,.2032319,7.207832
.85,-.2959173,-.2406048,-.1159591,.034372,.0345693,.0287228,-.0155392,-.2905918,.0938906,-.0683557,.0571433,.2048732,.4960419,.054276,.0792142,-.0236251,-.0309556,.2206075,7.279229
.9,-.2217699,-.2350799,-.1379297,.0631176,.0539581,.0822887,.0384558,-.3202017,.1213422,-.0782152,.0313052,.2342184,.5157571,.0544802,.0828672,-.0185517,-.0395249,.2310941,7.384092
