.05,-3.1655,-.4112533,-.0826672,.0823638,-.0134971,-.026071,.07525,-.0658595,.0747041,.0097615,.1368661,.1436457,.0973172,.0734793,-.0345386,-.0243774,-.0386927,-.0432101,6.322846
.1,-1.439924,-.2761134,-.0175497,.0499268,.0035727,.0012845,.039089,-.1309328,.0320577,-.0011495,.0573939,.0836158,.0457864,.0816561,-.0043087,-.007272,-.0169952,.0071666,6.420078
.15,-1.022006,-.2486335,-.0314617,.057388,.0056222,.0078005,.0478625,-.1416579,.0343569,-.0400448,.040042,.0655569,.0348539,.0950292,-.0088224,-.0043618,-.0054707,.0196914,6.492277
.2,-.8220184,-.2582488,-.0300669,.0457705,-.0127482,.0061198,.0334747,-.154271,.0513549,-.0847552,.0291197,.0770462,.0244571,.0837765,-.0267682,-.0258418,.0026166,.0549378,6.570452
.25,-.7090256,-.2428778,-.0136255,.0632973,.002578,.0132135,.0485805,-.1626755,.057069,-.0617906,.0314792,.0846223,.0351656,.0959231,-.0378735,-.0361204,.008714,.0655878,6.610482
.3,-.6212232,-.2718753,-.0646859,.0551171,.0091325,.0160061,.0374346,-.1792865,.0471008,-.062463,.0515349,.1012229,.0661358,.1156266,-.0509194,-.0391557,.0111836,.0816992,6.644252
.35,-.5712326,-.2920022,-.055486,.0769952,.0269611,.0177765,.0471159,-.1850436,.0500348,-.0592089,.0684902,.1356475,.1050473,.1236979,-.0678523,-.0539983,.024253,.1008846,6.67291
.4,-.4905596,-.3084164,-.0534293,.0725842,.0372488,.0362147,.092622,-.2047274,.0486502,-.0817098,.063032,.1685741,.1288603,.130923,-.0825486,-.0607693,.0391249,.0989194,6.738415
.45,-.440331,-.3250517,-.0865243,.074143,.0380035,.0411459,.0953531,-.2121303,.063205,-.079986,.0643317,.182757,.1634536,.1256264,-.0771825,-.0635663,.0334618,.1121334,6.783923
.5,-.3888883,-.3239841,-.1275286,.0755096,.0528525,.0550176,.08277,-.2176219,.0667753,-.0863465,.0525027,.1917704,.1796061,.1123885,-.0793641,-.0739603,.0332973,.1321633,6.85446
.55,-.3108175,-.2913743,-.1403686,.0918316,.0684418,.071801,.0808508,-.2025191,.0862204,-.0915579,.0597723,.2221596,.2358038,.1024514,-.0848246,-.0808254,.034943,.1369457,6.905956
.6,-.2854364,-.3057813,-.1746101,.0865879,.0594681,.0715431,.0588988,-.2195141,.0767238,-.0973449,.0537478,.2251573,.2766137,.086959,-.0693854,-.0750164,.0222868,.1491631,6.98214
.65,-.2354101,-.2877644,-.1879917,.0933381,.0702718,.0757073,.0824803,-.2260491,.0928525,-.0905213,.0531335,.236595,.3110367,.0829489,-.0608603,-.0869465,.0081404,.1637819,7.040699
.7,-.19715,-.2494319,-.1820198,.0992031,.0727434,.0729218,.0943788,-.2204374,.0826487,-.090731,.04242,.2134234,.3479376,.0594072,-.0277134,-.076982,-.0023208,.1771886,7.108897
.75,-.1486395,-.1988496,-.1590911,.0888454,.0880909,.0740286,.0753171,-.237794,.0922846,-.0879084,.0408342,.1872164,.3556944,.0584187,.0242375,-.065056,-.0162754,.1829448,7.116681
.8,-.1323145,-.1891352,-.1626619,.0841574,.0992232,.0916633,.0900665,-.2857474,.1028027,-.07074,.0502675,.188573,.4057073,.0736308,.0356675,-.0712904,-.0224424,.1874316,7.178734
.85,-.0983733,-.1706245,-.1779884,.0846323,.1004699,.1017182,.1102625,-.3084745,.1133485,-.0644361,.0629446,.1990458,.4689882,.0771308,.0494107,-.0652377,-.0245688,.186189,7.25347
.9,-.0394739,-.1119872,-.1939237,.065949,.1316543,.0724282,.1599139,-.3397854,.1448506,-.0624399,.0469064,.2405861,.5018483,.0821357,.0525001,-.068515,-.0371198,.1889289,7.376871
