,,,,,,,,,,,,,,,,,,
.0107801,.0012405,.0007493,.0007111,.000943,.0015724,.0007104,.0011863,.0007107,.0306766,.0006605,.0016501,.0010359,.0011822,.0010922,.0010348,.0005818,.0009387,.0040607
.0027366,.0006083,.0003183,.0003521,.00049,.0005603,.0003175,.0004421,.000286,.0098004,.0002597,.0005634,.000652,.0003365,.0003371,.0003519,.000182,.0003033,.0014903
.0007214,.0003247,.0001827,.0001986,.0002547,.0003123,.0001828,.0001829,.0001372,.0039772,.0001144,.0002311,.0002489,.0001403,.0001438,.0001491,.0000763,.0001229,.0006602
.0004477,.0003108,.000193,.0002041,.0002462,.0003018,.0001944,.000157,.0001263,.0028408,.0001018,.0002032,.0002078,.0001075,.000117,.0001199,.0000593,.0000986,.0005707
.0003072,.0002523,.0001715,.000186,.000215,.000264,.0001704,.0001211,.0001062,.0020972,.0000818,.0001773,.0001966,.0000801,.000092,.0000912,.0000451,.0000776,.0004639
.0002346,.0002096,.0001523,.0001629,.000183,.0002254,.0001495,.0000955,.0000906,.0016142,.0000693,.0001514,.0001706,.0000656,.0000751,.000075,.0000374,.000065,.0003905
.0002075,.0001923,.0001492,.0001542,.0001768,.0002176,.0001455,.0000847,.0000844,.0014363,.0000657,.0001483,.0001726,.0000603,.0000677,.0000688,.0000344,.0000604,.0003551
.0002119,.0002112,.000183,.0001881,.0002141,.0002599,.0001775,.0000856,.0000947,.001556,.0000752,.0001741,.0001983,.0000655,.0000714,.0000842,.0000404,.0000687,.0003935
.0002348,.0002395,.000221,.0002274,.0002601,.0003102,.0002103,.0000905,.0001066,.0017411,.000086,.0002203,.0002412,.0000747,.0000777,.0000991,.0000489,.0000804,.0004448
.0002434,.0002495,.0002396,.0002509,.0002854,.0003309,.0002292,.0000908,.000111,.0018478,.0000906,.0002504,.0003648,.0000785,.0000797,.0001082,.0000536,.0000868,.00047
.0002469,.0002528,.0002561,.0002689,.0003008,.0003484,.0002398,.000088,.000111,.0018261,.0000915,.0002784,.0004824,.0000807,.0000797,.0001134,.0000571,.0000901,.0004834
.0002771,.0002848,.0003017,.0003199,.0003569,.0004097,.0002776,.000097,.0001244,.0019703,.0001038,.0003384,.0005697,.0000917,.0000883,.0001328,.0000683,.0001057,.0005578
.0003504,.000354,.0003943,.0004326,.0004771,.0005335,.0003586,.0001167,.0001519,.0021195,.000128,.0004818,.0010034,.0001112,.0001074,.0001748,.0000891,.0001356,.0007199
.0004081,.0004244,.0004849,.000555,.000609,.0006703,.0004479,.000137,.0001745,.0021028,.0001532,.0006607,.0015344,.000126,.0001269,.0002171,.0001084,.0001653,.000873
.0004386,.0004536,.0005349,.0006311,.0006928,.0007361,.0004988,.0001439,.0001805,.0021368,.0001629,.0007893,.001874,.0001321,.0001389,.0002272,.0001146,.0001809,.0009399
.0005188,.0005327,.0006371,.0007871,.0008684,.0008996,.000613,.000167,.0002095,.0024499,.0001942,.0010801,.0032095,.0001552,.000164,.0002599,.0001353,.0002236,.0011005
.0008278,.0008394,.0009861,.0013412,.0014776,.0015747,.0010217,.000261,.0003407,.0047175,.00032,.0020266,.0083695,.000259,.0002768,.0004184,.0002295,.0003952,.0017601
.0017552,.0016568,.0019541,.0029213,.0033541,.0036614,.002365,.000544,.0007263,.0104349,.0007216,.0048055,.0323482,.0005855,.0005808,.0009052,.000521,.0009545,.0037344
