expdum1,expdum2,expdum3,expdum5,expdum6,expdum7,expdum8,female,married,educ1,educ2,educ4,educ5,inform,routine,face,site,decision
.10483859,.17600521,.27022275,.15385039,.063485689,.026686162,.001995957,.30149931,.1401339,.021283219,.52223635,.17743653,.077497169,.75462115,.51456845,.67828828,.66001868,.67949724
