quantile,expdum1,expdum2,expdum3,expdum5,expdum6,expdum7,expdum8,educ1,educ2,educ4,educ5,female,married,inform,routine,face,site,decision,_cons
0,0.3452529,0.3583827,0.3524652,0.3378828,0.3253094,0.3072965,0.2785582,0.0935439,0.4893807,0.4052322,0.1843343,0.4824752,0.4842865,0.7496968,0.7123449,0.7713145,0.8394473,0.7129923,0
